Date	Average_WCE	Average_CA
2020-05-24	-0.0486	-0.0315
2020-05-25	0.0738	-0.0838
2020-05-26	0.0034	-0.2181
2020-05-27	0.0195	-0.1423
2020-05-28	0.0197	0.0043
2020-05-29	-0.0932	0.0125
2020-05-30	-0.0283	-0.2255
2020-05-31	-0.0460	0.0227
2020-06-01	0.0028	-0.0455
2020-06-02	-0.1371	-0.1217
2020-06-03	0.0091	-0.1513
2020-06-04	0.0396	-0.1069
2020-06-05	0.0605	-0.0638
2020-06-06	-0.2376	-0.0744
2020-06-07	0.1232	0.1703
2020-06-08	-0.0479	0.0433
2020-06-09	0.0450	-0.0667
2020-06-10	-0.0947	-0.0494
2020-06-11	-0.0714	-0.1493
2020-06-12	-0.0812	-0.0355
2020-06-13	-0.1167	0.0576
2020-06-14	-0.1065	-0.1986
2020-06-15	0.0605	-0.1129
2020-06-16	-0.0946	-0.3322
2020-06-17	-0.0106	-0.0857
2020-06-18	-0.0228	-0.0765
2020-06-19	-0.1069	-0.0709
2020-06-20	0.0852	-0.0127
2020-06-21	0.0537	-0.1116
2020-06-22	0.1133	0.0040
2020-06-23	0.0029	-0.1345
2020-06-24	-0.0126	0.0057
2020-06-25	0.0561	-0.0912
2020-06-26	-0.0350	0.0082
2020-06-27	-0.0553	-0.1206
2020-06-28	0.0284	-0.0752
2020-06-29	-0.0879	-0.1535
2020-06-30	-0.0873	-0.0265
2020-07-01	-0.0521	-0.0319
2020-07-02	-0.1013	-0.0970
2020-07-03	0.0767	-0.1262
2020-07-04	0.0273	0.0462
2020-07-05	-0.1434	-0.2532
2020-07-06	0.1027	-0.0441
2020-07-07	-0.0723	-0.1765
2020-07-08	-0.0428	-0.0217
2020-07-09	0.1306	0.0432
2020-07-10	0.0173	-0.1499
2020-07-11	-0.1158	-0.0840
2020-07-12	-0.0900	-0.1649
2020-07-13	-0.0312	-0.2207
2020-07-14	0.0181	-0.1880
2020-07-15	-0.0310	0.0339
2020-07-16	-0.0611	-0.2306
2020-07-17	0.1433	-0.2517
2020-07-18	-0.0186	-0.0977
2020-07-19	-0.2292	-0.3974
2020-07-20	-0.1058	-0.0449
2020-07-21	-0.0120	0.0440
2020-07-22	0.1012	0.1215
2020-07-23	0.1569	0.0962
2020-07-24	0.1437	-0.0206
2020-07-25	0.0116	-0.0644
2020-07-26	-0.0077	0.1839
2020-07-27	-0.0982	-0.0853
2020-07-28	-0.1183	-0.2074
2020-07-29	-0.0227	0.0950
2020-07-30	0.0276	-0.2003
2020-07-31	0.0325	-0.1675
2020-08-01	0.1147	-0.0070
2020-08-02	-0.2958	0.0730
2020-08-03	-0.1243	-0.1623
2020-08-04	-0.0439	0.0376
2020-08-05	0.1516	0.0433
2020-08-06	-0.0538	-0.1045
2020-08-07	-0.0400	0.0224
2020-08-08	0.0559	-0.0065
2020-08-09	-0.0411	-0.2377
2020-08-10	0.0117	0.0621
2020-08-11	0.0106	0.0175
2020-08-12	0.0891	-0.3469
2020-08-13	0.0166	-0.1339
2020-08-14	0.0147	0.0304
2020-08-15	-0.0623	-0.0268
2020-08-16	-0.0361	0.0097
2020-08-17	0.0893	0.0911
2020-08-18	0.0432	-0.2427
2020-08-19	0.0789	0.0924
2020-08-20	-0.0171	0.0217
2020-08-21	-0.0118	0.0134
2020-08-22	0.0855	-0.2160
2020-08-23	0.0429	-0.1748
2020-08-24	0.0096	-0.0823
2020-08-25	-0.0442	-0.0203
2020-08-26	-0.1245	-0.2018
2020-08-27	0.0356	0.0741
2020-08-28	-0.0414	0.0066
2020-08-29	0.0802	0.2691
2020-08-30	-0.3329	-0.3297
2020-08-31	-0.0412	-0.2829
2020-09-01	-0.0420	0.0030
2020-09-02	0.0153	0.0200
2020-09-03	0.1242	0.0321
2020-09-04	0.0792	-0.0652
2020-09-05	-0.1111	-0.1642
2020-09-06	-0.1768	-0.1264
2020-09-07	0.0397	-0.0661
2020-09-08	-0.0049	-0.0693
2020-09-09	0.1581	0.1528
2020-09-10	0.0771	0.1304
2020-09-11	-0.0459	-0.2085
2020-09-12	-0.0612	-0.0839
2020-09-13	-0.1182	-0.0320
2020-09-14	-0.0308	0.0739
2020-09-15	-0.0162	-0.3109
2020-09-16	0.0091	-0.0553
2020-09-17	0.0180	-0.0882
2020-09-18	0.1951	-0.0036
2020-09-19	0.0768	-0.0153
2020-09-20	0.0700	-0.1881
2020-09-21	0.0272	-0.0441
2020-09-22	0.0565	-0.0072
2020-09-23	0.0880	0.0728
2020-09-24	0.0718	-0.0062
2020-09-25	0.1273	-0.0546
2020-09-26	0.1251	0.0530
2020-09-27	-0.1779	-0.2111
2020-09-28	0.1681	0.2605
2020-09-29	-0.0195	-0.0340
2020-09-30	-0.0408	-0.0904
2020-10-01	0.1123	0.0999
2020-10-02	0.0923	-0.0442
2020-10-03	0.0076	-0.1130
2020-10-04	-0.1965	0.0225
2020-10-05	0.0744	-0.0037
2020-10-06	-0.0215	-0.1076
2020-10-07	0.0385	0.1449
2020-10-08	-0.0218	-0.1382
2020-10-09	0.1872	0.1606
2020-10-10	0.2183	-0.0083
2020-10-11	-0.2169	0.0004
2020-10-12	0.1605	-0.0837
2020-10-13	0.0039	-0.1228
2020-10-14	-0.0492	-0.0518
2020-10-15	-0.0777	0.1488
2020-10-16	0.1779	-0.0344
2020-10-17	0.0406	-0.0995
2020-10-18	-0.1051	-0.0641
2020-10-19	0.1217	0.0279
2020-10-20	0.1745	-0.0918
2020-10-21	0.0934	-0.0494
2020-10-22	0.0028	-0.1823
2020-10-23	0.0126	-0.1945
2020-10-24	-0.0722	-0.0989
2020-10-25	-0.1025	-0.0615
2020-10-26	0.2408	-0.0424
2020-10-27	0.0991	-0.0801
2020-10-28	0.1985	-0.0899
2020-10-29	-0.0174	-0.0000
2020-10-30	0.1126	-0.0724
2020-10-31	0.3176	0.1593
2020-11-01	0.1659	-0.0804
2020-11-02	0.0802	-0.0579
2020-11-03	0.0475	-0.0341
2020-11-04	-0.2177	-0.1847
2020-11-05	-0.0819	-0.0805
2020-11-06	0.0808	-0.0604
2020-11-07	0.3581	-0.0712
2020-11-08	0.1949	-0.2012
2020-11-09	0.1723	-0.0582
2020-11-10	0.1666	0.1300
2020-11-11	-0.1098	0.0937
2020-11-12	-0.0050	0.0058
2020-11-13	-0.0201	0.0397
2020-11-14	-0.1691	-0.1160
2020-11-15	-0.1614	-0.0693
2020-11-16	-0.0029	-0.1404
2020-11-17	0.0364	0.0466
2020-11-18	-0.0134	-0.0079
2020-11-19	0.0440	0.0372
2020-11-20	0.1727	-0.0178
2020-11-21	0.3475	-0.0762
2020-11-22	0.1398	-0.0897
2020-11-23	0.2008	-0.0089
2020-11-24	0.0362	-0.0703
2020-11-25	0.0698	-0.0092
2020-11-26	0.0272	-0.1183
2020-11-27	0.0161	-0.1390
2020-11-28	0.1548	0.0030
2020-11-29	-0.0261	0.2065
2020-11-30	0.0886	0.1148
2020-12-01	0.0349	-0.0006
2020-12-02	0.0197	0.0266
2020-12-03	-0.0033	0.0381
2020-12-04	0.0569	0.1100
2020-12-05	-0.0498	-0.0549
2020-12-06	-0.0289	0.1042
2020-12-07	0.1328	-0.0952
2020-12-08	0.0780	0.0576
2020-12-09	0.0376	0.0329
2020-12-10	-0.0225	-0.0288
2020-12-11	0.0561	-0.0853
2020-12-12	0.0529	0.0741
2020-12-13	0.0099	-0.1250
2020-12-14	-0.0028	-0.1962
2020-12-15	0.0757	-0.1232
2020-12-16	0.1258	-0.2153
2020-12-17	0.0605	-0.2210
2020-12-18	0.0678	-0.1507
2020-12-19	-0.0118	-0.1338
2020-12-20	-0.0136	-0.1913
2020-12-21	0.1452	0.0629
2020-12-22	-0.0216	0.1418
2020-12-23	-0.0082	-0.0569
2020-12-24	0.0056	0.0209
2020-12-25	0.0231	-0.1500
2020-12-26	-0.0530	-0.4211
2020-12-27	0.0399	0.1161
2020-12-28	-0.0028	-0.1805
2020-12-29	-0.0378	-0.1122
2020-12-30	-0.0286	-0.0947
2020-12-31	-0.0537	-0.0138
2021-01-01	0.0493	0.0529
